"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","MatchGUID"
"0062872MOR","40.11868","-89.394768","WGS84","louise & lee","based on collectors description","GeoLocate","219","77559c55-5cb3-46fd-a124-52d93f61c87d"
"0062873MOR","42.034117","-89.333294","WGS84","Louise & Lee","based on collectors description","GeoLocate","87","32ee3488-4536-46e5-9f8e-ad172dc3904c"
"0062874MOR","40.747259","-89.573984","WGS84","Louise & Lee","based on collectors description","GeoLocate","1278","2734ee27-2171-4b2c-8e9d-d13af5d4881a"
"0062875MOR","40.76648","-89.823475","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1999","9232f087-e297-46de-be08-20f46e7f3480"
"0062876MOR","37.967178","-89.351365","WGS84","Louise & Lee","based on collectors description","GeoLocate","233","4c8a34fd-1f56-4aee-a441-f3d612a499fb"
"0062877MOR","39.696727","-90.647627","WGS84","Louise & Lee","based on collectors description","GeoLocate","190","0abc7848-d39d-4c34-984f-b9b538e2d622"
"0062915MOR","31.202403","-89.034774","WGS84","Louise & Lee","based on Collectors description/believe in Perry Cty.","GeoLocate","2017","73564ee4-bab7-406d-b78b-cc88d32971ef"
"0062916MOR","34.947372","-78.761531","WGS84","Louise & Lee","based on Collectors description","GeoLocate","873","0073e290-7e18-400e-b654-74b7fc917874"
"0062917MOR","34.044017","-77.913024","WGS84","Louise & Lee","based on Collectors description","GeoLocate","876","133b8799-3d6a-4508-8383-ada111951431"
"0062918MOR","35.464429","-78.899956","WGS84","Louise & Lee","based on Collectors description/believe Harnett Cty.","GeoLocate","1731","a1066a7d-1969-4037-bd52-867b4d8b68f2"
"0062919MOR","33.85093","-79.250835","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1978","5ded4fbe-176d-4a8b-9edb-c08ab505cce2"
"0062920MOR","30.274364","-87.690037","WGS84","Louise & Lee","based on collectors description","GeoLocate","101","6566c867-7f2d-42b6-8827-c73d2340b32f"
"0062921MOR","30.522972","-87.903326","WGS84","Louise & Lee","based on collectors description","GeoLocate","975","182de837-fd48-4a03-8c59-f328231fc56d"
"0062922MOR","30.261668","-87.690475","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","995f725a-57bd-4e4e-8387-4008ffbd7e68"
"0062923MOR","30.264905","-87.630452","WGS84","Louise & Lee","based on collectors description","GeoLocate","4737","a65c1599-b7dc-41db-a293-e2c85b531f51"
"0062924MOR","31.470123","-88.033146","WGS84","Louise & Lee","based on collectors description","GeoLocate","700","5fb089af-4996-40d6-b3bb-7650afb74a9d"
"0062925MOR","30.274364","-87.690037","WGS84","Louise & Lee","based on collectors description","GeoLocate","101","6d3c6502-915b-45c4-b655-d8871233bab2"
"0062926MOR","29.176912","-81.769947","WGS84","Louise & Lee","based on collectors description","GeoLocate","178","a8f0f516-1f3a-41fb-a86c-1cc66ae5cebc"
"0062962MOR","37.801794","-94.374585","WGS84","Louise","based on Collectors description","GeoLocate","1586","6a226fd6-4cba-4ae0-85cb-3116479185f0"
"0062963MOR","40.074513","-94.100647","WGS84","Louise","based on Collectors description","GeoLocate","1989","8e8129fb-e312-4859-99b9-f4ca836e1d64"
"0062964MOR","37.621239","-91.287457","WGS84","Louise","based on Collectors description","GeoLocate","1906","f4ecc85b-9d3d-4379-a15a-73d64db79bf7"
"0062965MOR","36.760162","-90.39409","WGS84","Louise","based on Collectors description/believe should be Butler cty. not Greene","GeoLocate","1998","af55269b-6ef1-4132-ab8a-ceefdf2ba5a8"
"0062966MOR","40.232096","-92.708239","WGS84","Louise","based on Collectors description","GeoLocate","2025","986f1417-2f86-4068-80d4-058603c36a55"
"0062967MOR","40.088017","-91.528553","WGS84","Louise","based on Collectors description","GeoLocate","2029","40d54826-76c6-440b-aa88-06bec05c4cbe"
"0062968MOR","36.995041","-91.014228","WGS84","Louise","based on Collectors description","GeoLocate","1928","4ba634e5-4574-4a65-b484-119c974797ab"
"0062970MOR","30.545029","-87.222","WGS84","Louise & Lee","based on collectors description","GeoLocate","213","aff9aeda-23ec-47f8-af5e-f4de3cb1b0e9"
"0062971MOR","30.356447","-86.130878","WGS84","Louise & Lee","based on collectors description","GeoLocate","519","239dc551-a47a-4e64-aa08-53700cd6f55b"
"0062972MOR","30.68801","-86.583798","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","b716acfe-e489-47b2-a96f-08a786ad03e8"
"0062973MOR","30.558605","-86.911019","WGS84","Louise & Lee","based on collectors description","GeoLocate","1028","b8184353-85ef-4701-9a0a-7849fbb3dd45"
"0062974MOR","30.65143","-86.954065","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","6e96f9f9-7f7b-4e9e-8a84-a98aa00737f0"
"0062975MOR","30.539489","-86.476078","WGS84","Louise & Lee","based on collectors description","GeoLocate","499","f74101c7-2c19-46e9-8017-9e20d0c74104"
"0062976MOR","29.903264","-83.647284","WGS84","Louise & Lee","based on collectors description","GeoLocate","2072","188614e7-f877-4af6-bbf6-c36b7777f18f"
"0063012MOR","32.255157","-92.996827","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2086","d26d88f6-cb59-43a1-87c6-45a96e551476"
"0063013MOR","30.761525","-86.572289","WGS84","Louise & Lee","based on collectors description","GeoLocate","2024","87db2284-4c15-4cd2-8efa-8f18b233ecea"
"0063014MOR","29.93088","-90.158402","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1475","12692f23-cbc1-4261-b573-2b92f574e0c2"
"0063015MOR","32.958007","-93.893435","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1092","a8457b24-857f-41b0-a932-054df0fdeb96"
"0063016MOR","34.262577","-95.936864","WGS84","Louise & Lee","based on collectors description","GeoLocate","2050","b2804240-1950-42df-9654-fa85d5856cb5"
"0063017MOR","34.060933","-95.519438","WGS84","Louise & Lee","based on collectors description","GeoLocate","2000","6576e79d-729e-4bc9-b6f4-d497e8078714"
"0063018MOR","34.060933","-95.519438","WGS84","Louise & Lee","based on collectors description","GeoLocate","2000","9f2bceeb-34fc-4a48-be3f-9e6f32f938d5"
"0063019MOR","34.055035","-95.316272","WGS84","Louise & Lee","based on collectors description","GeoLocate","2016","c1b67618-9f9d-4f62-a13f-a9507d042c8a"
"0063020MOR","34.023499","-95.538178","WGS84","Louise & Lee","based on collectors description","GeoLocate","994","ab901eac-2d59-41da-afe2-0b09beced91f"
"0063021MOR","34.06517","-95.474527","WGS84","Louise & Lee","based on collectors description","GeoLocate","1019","a8756ca1-1200-45cc-b871-e413b83b3644"
"0063022MOR","34.068973","-95.476394","WGS84","Louise & Lee","based on collectors description","GeoLocate","2046","33585776-fc33-48c3-9174-9628d6e56785"
"0063023MOR","34.06517","-95.474527","WGS84","Louise & Lee","based on collectors description","GeoLocate","1019","066ea73a-4c72-4a3f-ba4d-b0a8cbe23e8a"
"0063024MOR","31.257958","-95.978292","WGS84","Louise & Lee","based on collectors description","GeoLocate","1944","79fede41-7ddd-45b3-8de3-e351768852e1"
"0063025MOR","31.159397","-87.678323","WGS84","Louise & Lee","based on collectors description","GeoLocate","2058","fccef5bb-fa51-400d-8aaa-46d830543e51"
"0063026MOR","31.294115","-87.763186","WGS84","Louise & Lee","based on collectors description","GeoLocate","157","d4f6982a-58c9-48fe-a4d0-41262d02c089"
"0063027MOR","30.840061","-87.902498","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","f928084a-1a7b-47fb-a9dc-58637601f675"
"0063028MOR","32.863932","-87.210121","WGS84","Louise & Lee","based on collectors description","GeoLocate","1567","bfff6b24-127c-4904-a2b4-3d005aee8213"
"0063121MOR","31.262302","-86.758918","WGS84","Louise & Lee","based on collectors description","GeoLocate","887","10872424-8d61-439b-b9c2-aca55ea0490e"
"0063122MOR","31.341772","-87.317606","WGS84","Louise & Lee","based on collectors description","GeoLocate","1952","63db8a55-78f9-45ce-8549-9240241555e3"
"0063123MOR","31.465767","-86.657329","WGS84","Louise & Lee","based on collectors description","GeoLocate","217","cece1467-144e-41fa-9bc4-92e030eed650"
"0063124MOR","31.577006","-85.472678","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","78b67005-64e1-4574-a58d-de5f7dec2e64"
"0063125MOR","31.577006","-85.472678","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","2f060449-b4e0-43c6-99dc-95e8b36cbf21"
"0063126MOR","31.517279","-85.696187","WGS84","Louise & Lee","based on collectors description","GeoLocate","693","99271802-1d84-49ab-b5c6-02234bd0444d"
"0063127MOR","31.482173","-85.678374","WGS84","Louise & Lee","based on collectors description","GeoLocate","1996","392640e5-08b0-4834-942b-2e037ba7e9ef"
"0063128MOR","31.589302","-85.446984","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","3c6b26b7-355a-4e36-bdd5-76ad177e5684"
"0063129MOR","32.609603","-86.912883","WGS84","Louise & Lee","based on collectors description","GeoLocate","248","2283ed8f-a515-4395-b8cd-316136c6e405"
"0063130MOR","31.119186","-86.91492","WGS84","Louise & Lee","based on collectors description","GeoLocate","1073","19ce21f7-201d-4479-934e-c1237ebc2aac"
"0063131MOR","31.162838","-86.781749","WGS84","Louise & Lee","based on collectors description","GeoLocate","2085","a5be9821-74da-46f0-beeb-5b36fcc1699b"
"0063132MOR","31.163205","-86.76896","WGS84","Louise & Lee","based on collectors description","GeoLocate","2085","cb293a72-7949-4a49-9146-7fb82d116a7a"
"0063133MOR","34.456621","-87.735447","WGS84","Louise & Lee","based on collectors description","GeoLocate","444","d7c24b18-89b5-461e-b646-cc6cd5b04c36"
"0063134MOR","31.044021","-86.108274","WGS84","Louise & Lee","based on collectors description","GeoLocate","520","88c29ae6-3a65-468f-aa42-34c1991fd183"
"0063135MOR","32.698424","-88.112888","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","b5a8c8d2-80e5-452e-8f88-c7f14596502e"
"0063136MOR","32.722028","-88.078614","WGS84","Louise & Lee","based on collectors description","GeoLocate","203","277b91b1-48f8-4816-9b95-031141ee3faa"
"0063137MOR","31.178838","-85.726211","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","22b50295-eaef-4670-9a4a-831fe27968ea"
"0063181MOR","40.985936","-121.848877","WGS84","Louise & Lee","based on collectors description","GeoLocate","2067","29aabe9c-3a12-4a6e-af4d-e5cd37ce575a"
"0063182MOR","37.39034","-119.635161","WGS84","Louise & Lee","based on collectors description","GeoLocate","2035","e64180d4-c294-4231-9e3a-0cb24b985e08"
"0063184MOR","40.606874","-122.385495","WGS84","Louise & Lee","based on collectors description","GeoLocate","2010","6165d8da-c6b9-4568-9bc4-d97ed0afbb0e"
"0063185MOR","32.133997","-88.046698","WGS84","Louise & Lee","based on collectors description","GeoLocate","452","58fc2a0c-5113-4ca9-96d3-9328e35c2fa6"
"0063186MOR","31.227705","-86.78486","WGS84","Louise & Lee","based on collectors description","GeoLocate","967","dee20ed0-ce36-407f-98c7-830634e5a06d"
"0063187MOR","31.178838","-85.726211","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","06d7f366-3f1f-400e-b858-be9100663564"
"0063188MOR","33.730938","-85.433844","WGS84","Louise & Lee","based on collectors description","GeoLocate","1502","a769e5d5-81a1-4cf2-89a2-92983766a754"
"0063189MOR","32.480181","-85.578126","WGS84","Louise & Lee","based on collectors description","GeoLocate","1027","07e5e99d-c489-444c-9e4c-78d31c1a590a"
"0063191MOR","32.937346","-87.164718","WGS84","Louise & Lee","based on collectors description","GeoLocate","2060","dae98c52-18ea-4355-8821-90e3e7ef36ed"
"0063192MOR","30.866033","-86.814305","WGS84","Louise & Lee","based on collectors description","GeoLocate","969","6703bbd5-86ea-4bc0-9ec9-2f619ab13296"
"0063193MOR","31.501203","-85.693308","WGS84","Louise & Lee","based on collectors description","GeoLocate","1921","9803cae8-caef-443f-89c8-6519f04ead68"
"0063194MOR","31.211193","-85.355566","WGS84","Louise & Lee","based on collectors description","GeoLocate","504","585d65f7-8f41-43a4-82a3-8150dbb67c5e"
"0063195MOR","31.103992","-85.108355","WGS84","Louise & Lee","based on collectors description","GeoLocate","990","a2d463a2-ab5a-4e03-9dbc-d4df59c3c1e8"
"0063196MOR","31.024301","-85.064974","WGS84","Louise & Lee","based on collectors description","GeoLocate","1944","8370412e-b1b6-4819-91fc-cda29d410ee7"
"0063197MOR","32.350973","-87.64195","WGS84","Louise & Lee","based on collectors description","GeoLocate","1378","f71201fc-a351-4e54-9886-9e67fb528fb7"
"0063198MOR","31.097018","-88.225058","WGS84","Louise & Lee","based on collectors description","GeoLocate","328","c3cffc12-66ab-4e88-a529-1d3a6d7d5bc8"
"0063199MOR","31.090569","-88.234542","WGS84","Louise & Lee","based on collectors description","GeoLocate","961","34272c86-af59-4cdc-9151-7c7da043f0be"
"0063200MOR","31.093408","-88.031484","WGS84","Louise & Lee","based on collectors description","GeoLocate","2022","8c3ff31c-69a6-41b6-8ae0-30fae0cd5c25"
"0063202MOR","42.162382","-123.648467","WGS84","Louise & Lee","based on collectors description","GeoLocate","1947","d70a4a43-e055-44fd-a17a-b2de17db1c48"
"0063203MOR","33.980817","-83.382374","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","93b6a848-4272-4971-ab96-630421b7977d"
"0063204MOR","30.265766","-94.189073","WGS84","Louise & Lee","based on collectors description","GeoLocate","2057","e4ccc3bd-ff7f-48ef-b6fc-8be519d127d9"
"0063205MOR","33.658819","-93.822289","WGS84","Louise & Lee","based on collectors description","GeoLocate","489","e362d107-3440-432f-9eba-31383e4e64e4"
"0063206MOR","32.207657","-92.807466","WGS84","Louise & Lee","based on Collectors description","GeoLocate","228","ef145766-473f-4560-89b7-238cda367133"
"0063207MOR","30.283816","-89.683494","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1585","cfb78c1d-22f5-4981-817e-c085f1a18b06"
"0063208MOR","33.207753","-81.356229","WGS84","Louise & Lee","based on Collectors description","GeoLocate","233","dba5451c-13ee-4933-9cd0-336c431bbda6"
"0063209MOR","33.114916","-80.713385","WGS84","Louise & Lee","based on Collectors description","GeoLocate","537","4c82ea5f-e1d2-4666-94b3-b2862b9872f3"
"0063210MOR","29.002485","-81.347286","WGS84","Louise & Lee","based on collectors description","GeoLocate","2048","c8bc8ad5-ffef-48ad-9f5b-dd5cddec2e59"
"0063211MOR","28.236163","-82.181088","WGS84","Louise & Lee","based on collectors description","GeoLocate","2000","6e8f0d21-b8b9-49f3-9915-e15d18daad49"
"0063212MOR","30.523572","-87.23531","WGS84","Louise & Lee","based on collectors description","GeoLocate","213","b7808b9c-e7c9-4a05-9fee-92a34ee0e0bd"
"0063213MOR","30.68573","-84.84133","WGS84","Louise & Lee","based on collectors description","GeoLocate","896","33d8abc5-3444-4a86-aad6-0f663cf84cbd"
"0063215MOR","32.32733","-93.230797","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","1991","f005c186-05c1-4b90-bca6-a8ad1260d6f6"
"0063216MOR","37.136908","-89.272113","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","235","e570df36-31e5-41fa-a845-abcb94fd7c97"
"0063217MOR","37.677459","-89.457798","WGS84","Louise & Lee","based on collectors description","GeoLocate","218","544e9dd9-f777-4483-96bc-2b898c1b764d"
"0063218MOR","37.131358","-88.616319","WGS84","louise & lee","based on collector's discription","GeoLocate","198","11257f3d-a2ae-479b-96b7-9c6226c20336"
"0063219MOR","39.979098","-89.843623","WGS84","louise & lee","based on collector's discription","GeoLocate","201","4105b608-9576-4ad1-9a19-60774f06a355"
"0063220MOR","37.116743","-88.471683","WGS84","Louise & Lee","based on collectors description","GeoLocate","247","65d88110-3b6f-426a-93d7-45b072205a4a"
"0063239MOR","37.362635","-88.487119","WGS84","Louise & Lee","based on collectors description","GeoLocate","357","b7f20766-ce1b-4b8e-83b4-57459a930523"
"0063240MOR","37.113123","-89.201286","WGS84","Louise & Lee","based on collectors description","GeoLocate","501","4029fff4-f25a-42b9-a7d6-1924d5e922be"
"0063241MOR","37.254985","-88.853757","WGS84","louise & lee","based on collector's discription","GeoLocate","191","ca93a894-6b0b-41e7-b586-7ba6e80f9095"
"0063242MOR","37.29172","-89.022067","WGS84","Louise & Lee","based on collectors description","GeoLocate","266","51176ad8-645f-4351-91e0-a02f77e87cd9"
"0063243MOR","37.565731","-89.462542","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","1e4b5e00-618e-464d-94f8-d188076c16c7"
"0063259MOR","30.24913","-88.087147","WGS84","Louise & Lee","based on collectors description","GeoLocate","449","82b75f6b-6458-42fc-a9a3-cbeb14a64fc0"
"0063260MOR","31.095952","-88.225487","WGS84","Louise & Lee","based on collectors description","GeoLocate","326","c974c40a-af77-4e87-a3ef-993ac8395554"
"0063261MOR","31.097018","-88.225058","WGS84","Louise & Lee","based on collectors description","GeoLocate","328","74c58709-e90b-4107-9f13-77d779d0951d"
"0063262MOR","31.087676","-88.022236","WGS84","Louise & Lee","based on collectors description","GeoLocate","385","d54e1f97-870c-4bbb-a4ea-099e048dc13a"
"0063263MOR","31.368579","-87.356615","WGS84","Louise & Lee","based on collectors description","GeoLocate","2084","a7479c1d-7a36-482b-8dd6-26c76a47c17c"
"0063264MOR","31.537622","-87.517266","WGS84","Louise & Lee","based on collectors description","GeoLocate","729","4a27c6bd-899c-4ffa-9fa5-f948fc53de21"
"0063265MOR","32.001991","-85.968867","WGS84","Louise & Lee","based on collectors description","GeoLocate","217","06146bfb-bcb5-4439-b5b7-934923f77d5f"
