"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","country","county","cultivationstatus","dateidentified","eventdate","georeferenceprotocol","habitat","identificationremarks","identifiedby","locality","localitysecurity","localitysecurityreason","municipality","occurrenceremarks","processingstatus","sciname","startdayofyear","stateprovince","stateProvince","verbatimattributes","verbatimcoordinates","verbatimeventdate","year"
"0062799MOR","36.003619999999998","-121.236475","WGS84","Louise & Lee","based on collectors description","GeoLocate","1984","","","","","","","","","","","","","","","","","","","","","","",""
"0062801MOR","36.003619999999998","-121.236475","WGS84","Louise & Lee","based on collectors description","GeoLocate","1984","","","","","","","","","","","","","","","","","","","","","","",""
"0062802MOR","31.293244000000001","-87.765513999999996","WGS84","Louise & Lee","based on collectors description","GeoLocate","250","","","","","","","","","","","","","","","","","","","","","","",""
"0062803MOR","31.336584999999999","-87.283595000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","2250","","","","","","","","","","","","","","","","","","","","","","",""
"0062804MOR","31.079474000000001","-86.887371000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0062805MOR","34.618642000000001","-85.966854999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","2003","","","","","","","","","","","","","","","","","","","","","","",""
"0062806MOR","31.383113000000002","-87.937759999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","1998","","","","","","","","","","","","","","","","","","","","","","",""
"0062807MOR","34.980505999999998","-87.175590999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062808MOR","31.517361999999999","-87.942447000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","","","","","","","","","","","","","","","","","","","","","","",""
"0062809MOR","31.515929","-87.943821","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","","","","","","","","","","","","","","","","","","","","","","",""
"0062810MOR","31.489564000000001","-86.362964000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","","","","","","","","","","","","","","","","","","","","","","",""
"0062811MOR","34.711492999999997","-92.304015000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","2028","","","","","","","","","","","","","","","","","","","","","","",""
"0062812MOR","35.869919000000003","-90.147812999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","2008","","","","","","","","","","","","","","","","","","","","","","",""
"0062813MOR","35.842297000000002","-90.704279","WGS84","Louise & Lee","based on collectors description","GeoLocate","2084","","","","","","","","","","","","","","","","","","","","","","",""
"0062814MOR","35.217894000000001","-91.463925000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","2057","","","","","","","","","","","","","","","","","","","","","","",""
"0062815MOR","33.657819000000003","-93.821216000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","515","","","","","","","","","","","","","","","","","","","","","","",""
"0062816MOR","35.842297000000002","-90.704279","WGS84","Louise & Lee","based on collectors description","GeoLocate","1983","","","","","","","","","","","","","","","","","","","","","","",""
"0062818MOR","30.638324000000001","-84.899011999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062819MOR","34.225385000000003","-85.182377000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","238","","","","","","","","","","","","","","","","","","","","","","",""
"0062820MOR","31.727789999999999","-92.359613999999993","WGS84","Louise & Lee","based on Collectors description","GeoLocate","210","","","","","","","","","","","","","","","","","","","","","","",""
"0062821MOR","31.657136999999999","-93.077460000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","1950","","","","","","","","","","","","","","","","","","","","","","",""
"0062822MOR","31.414028999999999","-93.174560999999997","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1962","","","","","","","","","","","","","","","","","","","","","","",""
"0062823MOR","31.853826999999999","-92.987910999999997","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2068","","","","","","","","","","","","","","","","","","","","","","",""
"0062825MOR","31.847663000000001","-92.957937000000001","WGS84","Louise & Lee","based on Collectors description","GeoLocate","198","","","","","","","","","","","","","","","","","","","","","","",""
"0062826MOR","32.206586000000001","-92.803184999999999","WGS84","Louise & Lee","based on Collectors description","GeoLocate","191","","","","","","","","","","","","","","","","","","","","","","",""
"0062827MOR","31.833288","-93.086275000000001","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1988","","","","","","","","","","","","","","","","","","","","","","",""
"0062828MOR","31.675152000000001","-93.045293999999998","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1987","","","","","","","","","","","","","","","","","","","","","","",""
"0062830MOR","36.594499999999996","-90.063297000000006","WGS84","Louise","based on Collectors description","GeoLocate","2055","","","","","","","","","","","","","","","","","","","","","","",""
"0062831MOR","35.884369999999997","-77.025060999999994","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2002","","","","","","","","","","","","","","","","","","","","","","",""
"0062832MOR","33.741430000000001","-94.612911999999994","WGS84","Louise & Lee","based on collectors description","GeoLocate","219","","","","","","","","","","","","","","","","","","","","","","",""
"0062833MOR","35.003813999999998","-94.64161","WGS84","Louise & Lee","based on collectors description","GeoLocate","1968","","","","","","","","","","","","","","","","","","","","","","",""
"0062834MOR","33.000031","-80.402922000000004","WGS84","Louise & Lee","based on Collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0062835MOR","30.601424999999999","-96.197400000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","1934","","","","","","","","","","","","","","","","","","","","","","",""
"0062836MOR","32.263057000000003","-86.305519000000004","WGS84","Louise & Lee","based on collectors description","GeoLocate","748","","","","","","","","","","","","","","","","","","","","","","",""
"0062837MOR","36.494346","-94.471497999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","511","","","","","","","","","","","","","","","","","","","","","","",""
"0062838MOR","36.040432000000003","-90.656163000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","1984","","","","","","","","","","","","","","","","","","","","","","",""
"0062839MOR","40.736218999999998","-85.163139999999999","WGS84","Louise & Lee","based on Collectors description","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0062840MOR","41.485253999999998","-87.188778999999997","WGS84","Louise and Lee","based on collectors description","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0062841MOR","41.574111000000002","-94.896542999999994","WGS84","Louise & Lee","based on Collectors description","GeoLocate","67","","","","","","","","","","","","","","","","","","","","","","",""
"0062842MOR","37.07658","-94.649456000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","2190","","","","","","","","","","","","","","","","","","","","","","",""
"0062843MOR","38.421678","-96.145426999999998","WGS84","Louise & Lee","based on collectors description","GeoLocate","2611","","","","","","","","","","","","","","","","","","","","","","",""
"0062845MOR","46.115729000000002","-84.642751000000004","WGS84","Louise & Lee","based on Collectors description","GeoLocate","227","","","","","","","","","","","","","","","","","","","","","","",""
"0062847MOR","40.075687000000002","-90.944382000000004","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","242","","","","","","","","","","","","","","","","","","","","","","",""
"0062848MOR","39.947836000000002","-90.540019000000001","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0062849MOR","41.423530999999997","-89.665233000000001","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","184","","","","","","","","","","","","","","","","","","","","","","",""
"0062850MOR","41.423282","-89.666263000000001","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","220","","","","","","","","","","","","","","","","","","","","","","",""
"0062851MOR","39.366875999999998","-90.793813999999998","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","194","","","","","","","","","","","","","","","","","","","","","","",""
"0062852MOR","41.942867999999997","-89.855587999999997","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","262","","","","","","l","","","","","","","","","","","","","","","","",""
"0062853MOR","42.100765000000003","-89.984277000000006","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","194","","","","","","","","","","","","","","","","","","","","","","",""
"0062854MOR","42.054099000000001","-89.936806000000004","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","222","","","","","","","","","","","","","","","","","","","","","","",""
"0062855MOR","40.036484000000002","-90.146377000000001","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
