"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters"
"0027828MOR","41.813031|Bannon, Lee|NA","-88.091419|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","208|Bannon, Lee|NA"
"0027866MOR","41.799245|Bannon, Lee|NA","-88.04943|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0027906MOR","41.921633|Bannon, Lee|NA","-87.989762|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0027935MOR","41.891082|Bannon, Lee|NA","-88.228744|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0027945MOR","41.728889|Bannon, Lee|NA","-88.192012|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","498|Bannon, Lee|NA"
"0027946MOR","41.828498|Bannon, Lee|NA","-88.045171|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0027951MOR","41.81084|Bannon, Lee|NA","-88.038472|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","102|Bannon, Lee|NA"
"0028013MOR","41.810437|Bannon, Lee|NA","-88.207233|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0028037MOR","41.811679|Bannon, Lee|NA","-88.037946|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0028048MOR","41.890819|Bannon, Lee|NA","-88.231031|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","149|Bannon, Lee|NA"
"0028098MOR","41.816624|Bannon, Lee|NA","-88.172758|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1002|Bannon, Lee|NA"
"0028124MOR","41.818956|Bannon, Lee|NA","-88.063083|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0028126MOR","41.951923|Bannon, Lee|NA","-88.005674|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028127MOR","41.818418|Bannon, Lee|NA","-88.072938|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028146MOR","41.81793|Bannon, Lee|NA","-88.074022|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","198|Bannon, Lee|NA"
"0028149MOR","41.814887|Bannon, Lee|NA","-88.080346|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","108|Bannon, Lee|NA"
"0028200MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2013|Bannon, Lee|NA"
"0028210MOR","41.844781|Bannon, Lee|NA","-88.192817|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","213|Bannon, Lee|NA"
"0028241MOR","41.714257|Bannon, Lee|NA","-87.927414|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0028248MOR","41.667104|Fertig, Walter|NA","-87.007181|Fertig, Walter|NA","","","","","400|Fertig, Walter|NA"
"0028257MOR","41.815462|Bannon, Lee|NA","-88.060713|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","93|Bannon, Lee|NA"
"0028265MOR","41.81663|Bannon, Lee|NA","-88.053803|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","155|Bannon, Lee|NA"
"0028270MOR","41.712649|Bannon, Lee|NA","-87.969239|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","135|Bannon, Lee|NA"
"0028302MOR","41.729535|Bannon, Lee|NA","-88.071738|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028331MOR","41.821283|Bannon, Lee|NA","-88.053052|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1196|Bannon, Lee|NA"
"0028344MOR","41.777721|Bannon, Lee|NA","-88.234814|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","151|Bannon, Lee|NA"
"0028391MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","1977|Bannon, Lee|NA"
"0028411MOR","41.820867|Bannon, Lee|NA","-88.049383|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","192|Bannon, Lee|NA"
"0028414MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0028415MOR","41.818597|Bannon, Lee|NA","-88.066957|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","2007|Bannon, Lee|NA"
"0028424MOR","41.81188|Bannon, Lee|NA","-88.053138|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on Collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","994|Bannon, Lee|NA"
"0028452MOR","41.87855|Bannon, Lee|NA","-88.191182|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","93|Bannon, Lee|NA"
"0028509MOR","41.828369|Bannon, Lee|NA","-88.045795|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0028514MOR","41.449529|Hipp, Andrew|NA","-87.709787|Hipp, Andrew|NA","WGS84|Hipp, Andrew|NA","Louise and Lee|Hipp, Andrew|NA","based on collectors description|Hipp, Andrew|NA","GeoLocate|Hipp, Andrew|NA","751|Hipp, Andrew|NA"
"0028520MOR","41.704968|Bannon, Lee|NA","-87.964475|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","211|Bannon, Lee|NA"
"0028540MOR","41.81333|Bannon, Lee|NA","-88.091815|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028541MOR","41.813714|Bannon, Lee|NA","-88.089326|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","150|Bannon, Lee|NA"
"0028595MOR","41.814506|Bannon, Lee|NA","-88.056185|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","98|Bannon, Lee|NA"
"0028605MOR","41.822178|Bannon, Lee|NA","-88.046193|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","153|Bannon, Lee|NA"
"0028610MOR","41.790665|Bannon, Lee|NA","-88.024046|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0028688MOR","41.753752|Bannon, Lee|NA","-88.134202|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","495|Bannon, Lee|NA"
"0028689MOR","41.811595|Bannon, Lee|NA","-88.039834|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028691MOR","41.812946|Bannon, Lee|NA","-88.061603|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","215|Bannon, Lee|NA"
"0028698MOR","41.821038|Bannon, Lee|NA","-88.043106|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0028699MOR","41.815146|Bannon, Lee|NA","-88.037774|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028761MOR","41.888823|Bannon, Lee|NA","-88.216344|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","697|Bannon, Lee|NA"
"0028782MOR","41.817957|Bannon, Lee|NA","-88.06215|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","195|Bannon, Lee|NA"
"0028790MOR","41.820551|Bannon, Lee|NA","-88.045714|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0028791MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0028792MOR","41.81856|Bannon, Lee|NA","-88.083468|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","200|Bannon, Lee|NA"
"0028793MOR","41.814759|Bannon, Lee|NA","-88.058073|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","110|Bannon, Lee|NA"
"0028795MOR","41.815518|Bannon, Lee|NA","-88.059146|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0028797MOR","41.82231|Bannon, Lee|NA","-88.043765|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0028798MOR","41.816297|Bannon, Lee|NA","-88.038289|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","218|Bannon, Lee|NA"
"0028799MOR","41.755761|Bannon, Lee|NA","-88.062966|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","98|Bannon, Lee|NA"
"0028877MOR","41.814378|Bannon, Lee|NA","-88.037345|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028878MOR","41.794265|Bannon, Lee|NA","-88.183669|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","204|Bannon, Lee|NA"
"0028879MOR","41.686069|Bannon, Lee|NA","-87.99325|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0028897MOR","41.867855|Bannon, Lee|NA","-87.968518|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","152|Bannon, Lee|NA"
"0028983MOR","41.81511|Bannon, Lee|NA","-88.054683|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0028984MOR","41.824332|Bannon, Lee|NA","-88.052762|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","210|Bannon, Lee|NA"
"0029005MOR","41.817873|Bannon, Lee|NA","-88.066103|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","127|Bannon, Lee|NA"
"0029006MOR","41.81902|Bannon, Lee|NA","-88.062896|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","75|Bannon, Lee|NA"
"0029040MOR","41.818184|Bannon, Lee|NA","-88.068201|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","125|Bannon, Lee|NA"
"0029110MOR","41.77933|Bannon, Lee|NA","-88.135329|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0029163MOR","41.813451|Bannon, Lee|NA","-88.048503|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0029165MOR","41.813483|Bannon, Lee|NA","-88.07063|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0029227MOR","41.678012|Hipp, Andrew|NA","-88.361336|Hipp, Andrew|NA","WGS84|Hipp, Andrew|NA","Louise and Lee|Hipp, Andrew|NA","based on collectors description|Hipp, Andrew|NA","GeoLocate|Hipp, Andrew|NA","76|Hipp, Andrew|NA"
"0029274MOR","41.812843|Bannon, Lee|NA","-88.091719|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","148|Bannon, Lee|NA"
"0029275MOR","41.814026|Bannon, Lee|NA","-88.089187|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0029282MOR","41.920681|Bannon, Lee|NA","-88.047569|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","205|Bannon, Lee|NA"
"0029290MOR","41.820295|Bannon, Lee|NA","-88.056614|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0029311MOR","40.777537|Fertig, Walter|NA","-87.162413|Fertig, Walter|NA","","Fertig|Fertig, Walter|NA","","","100|Fertig, Walter|NA"
"0029333MOR","41.755257|Bannon, Lee|NA","-88.135705|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","199|Bannon, Lee|NA"
"0029342MOR","41.820662|Bannon, Lee|NA","-88.041046|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0029354MOR","41.819304|Bannon, Lee|NA","-88.053696|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","194|Bannon, Lee|NA"
"0029358MOR","41.81687|Bannon, Lee|NA","-88.050692|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","192|Bannon, Lee|NA"
"0029359MOR","41.820662|Bannon, Lee|NA","-88.041046|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0029360MOR","41.820662|Bannon, Lee|NA","-88.041046|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0029378MOR","41.963243|Bannon, Lee|NA","-88.130048|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","201|Bannon, Lee|NA"
"0029380MOR","41.80491|Bannon, Lee|NA","-88.175597|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","101|Bannon, Lee|NA"
"0029390MOR","41.886621|Bannon, Lee|NA","-87.96608|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","276|Bannon, Lee|NA"
"0029404MOR","41.701079|Bannon, Lee|NA","-87.948124|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","215|Bannon, Lee|NA"
"0029413MOR","41.818085|Bannon, Lee|NA","-88.059232|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","194|Bannon, Lee|NA"
"0029420MOR","41.788358|Bannon, Lee|NA","-88.042392|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","107|Bannon, Lee|NA"
"0029457MOR","41.820551|Bannon, Lee|NA","-88.045714|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0029458MOR","41.820551|Bannon, Lee|NA","-88.045825|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","212|Bannon, Lee|NA"
"0029459MOR","41.818621|Bannon, Lee|NA","-88.061405|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","106|Bannon, Lee|NA"
"0029508MOR","41.81615|Bannon, Lee|NA","-88.058567|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","203|Bannon, Lee|NA"
"0029512MOR","41.9664|Bannon, Lee|NA","-88.228355|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","196|Bannon, Lee|NA"
"0029530MOR","41.812823|Bannon, Lee|NA","-88.072879|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","49|Bannon, Lee|NA"
"0029535MOR","41.81461|Bannon, Lee|NA","-88.048213|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","174|Bannon, Lee|NA"
"0029536MOR","41.780115|Bannon, Lee|NA","-88.135254|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","197|Bannon, Lee|NA"
"0029538MOR","41.816806|Bannon, Lee|NA","-88.043997|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","154|Bannon, Lee|NA"
"0029539MOR","41.814514|Bannon, Lee|NA","-88.048192|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","148|Bannon, Lee|NA"
"0029540MOR","41.814567|Bannon, Lee|NA","-88.047859|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","170|Bannon, Lee|NA"
"0029541MOR","41.816806|Bannon, Lee|NA","-88.043997|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","212|Bannon, Lee|NA"
"0029542MOR","41.814396|Bannon, Lee|NA","-88.044896|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","152|Bannon, Lee|NA"
"0029543MOR","41.828762|Bannon, Lee|NA","-88.007738|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","206|Bannon, Lee|NA"
"0029544MOR","41.799649|Bannon, Lee|NA","-88.184241|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","302|Bannon, Lee|NA"
"0029546MOR","41.712889|Bannon, Lee|NA","-87.969796|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","105|Bannon, Lee|NA"
"0029547MOR","41.814586|Bannon, Lee|NA","-88.047945|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","101|Bannon, Lee|NA"
"0029583MOR","41.820662|Bannon, Lee|NA","-88.041046|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0029584MOR","41.820662|Bannon, Lee|NA","-88.041046|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","202|Bannon, Lee|NA"
"0029585MOR","41.814929|Bannon, Lee|NA","-88.038772|Bannon, Lee|NA","WGS84|Bannon, Lee|NA","Louise & Lee|Bannon, Lee|NA","based on collectors description|Bannon, Lee|NA","GeoLocate|Bannon, Lee|NA","147|Bannon, Lee|NA"
